age,work_class,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,fifty_k
30,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,United-States,>50K
39,Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Wife,White,Female,47,United-States,>50K
39,Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Wife,White,Female,48,United-States,>50K
41,Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,Japan,>50K
27,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,United-States,>50K
36,State-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,United-States,>50K
41,Self-emp-inc,Prof-school,15,Married-civ-spouse,Exec-managerial,Wife,White,Female,55,United-States,>50K
47,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,60,Honduras,>50K
49,Local-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,60,United-States,>50K
39,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,60,United-States,>50K
31,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,60,United-States,>50K
43,Private,Prof-school,15,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K
59,Private,Prof-school,15,Married-spouse-absent,Prof-specialty,Unmarried,White,Male,50,United-States,<=50K
34,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,40,United-States,<=50K
38,Federal-gov,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,57,Canada,>50K
27,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,10,India,<=50K
35,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,40,India,>50K
34,Private,Prof-school,15,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,40,India,>50K
53,Self-emp-not-inc,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,40,Philippines,>50K
26,State-gov,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,50,India,<=50K
29,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,55,United-States,<=50K
30,Federal-gov,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Black,Female,40,United-States,<=50K
50,Local-gov,Prof-school,15,Never-married,Exec-managerial,Not-in-family,Black,Female,52,United-States,>50K
28,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Black,Male,50,United-States,<=50K
36,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Other,Male,40,India,>50K
25,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,8,Italy,<=50K
25,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,20,United-States,<=50K
26,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,30,United-States,<=50K
25,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,30,United-States,<=50K
39,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,35,United-States,>50K
40,Private,Prof-school,15,Never-married,Exec-managerial,Not-in-family,White,Female,40,Cuba,<=50K
57,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
53,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
44,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,>50K
30,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,45,United-States,<=50K
27,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,45,United-States,<=50K
28,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,<=50K
53,Local-gov,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,>50K
33,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,>50K
40,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,>50K
38,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,>50K
51,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,>50K
32,Private,Prof-school,15,Never-married,Sales,Not-in-family,White,Female,50,United-States,>50K
29,Federal-gov,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,55,United-States,<=50K
29,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,55,United-States,<=50K
49,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,55,United-States,>50K
46,State-gov,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,55,United-States,>50K
34,Self-emp-not-inc,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,60,United-States,>50K
33,Federal-gov,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,65,United-States,>50K
27,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,65,United-States,>50K
29,Local-gov,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,70,United-States,<=50K
28,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,85,United-States,<=50K
31,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,99,United-States,<=50K
45,Self-emp-not-inc,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,30,United-States,>50K
28,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,40,Canada,<=50K
51,Local-gov,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K
32,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K
28,Self-emp-not-inc,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K
36,State-gov,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K
38,Private,Prof-school,15,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,>50K
44,Local-gov,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K
44,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K
45,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K
33,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K
58,Self-emp-inc,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K
47,Self-emp-not-inc,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K
40,Self-emp-not-inc,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,45,United-States,>50K
38,Self-emp-not-inc,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,45,United-States,>50K
38,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K
59,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K
27,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K
31,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K
45,Self-emp-inc,Prof-school,15,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,>50K
36,Private,Prof-school,15,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,>50K
46,Private,Prof-school,15,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,>50K
31,Private,Prof-school,15,Never-married,Tech-support,Not-in-family,White,Male,55,United-States,<=50K
39,Federal-gov,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,55,United-States,>50K
28,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,55,United-States,>50K
36,Self-emp-not-inc,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,55,United-States,>50K
28,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,60,United-States,<=50K
32,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,60,United-States,<=50K
65,Self-emp-not-inc,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,60,United-States,<=50K
40,Local-gov,Prof-school,15,Never-married,Exec-managerial,Not-in-family,White,Male,60,United-States,>50K
47,Self-emp-inc,Prof-school,15,Never-married,Other-service,Not-in-family,White,Male,60,United-States,>50K
43,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,66,France,<=50K
27,State-gov,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,70,United-States,<=50K
30,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,80,United-States,<=50K
28,State-gov,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,90,United-States,<=50K
54,Private,Prof-school,15,Never-married,Prof-specialty,Other-relative,White,Female,65,United-States,<=50K
29,Private,Prof-school,15,Never-married,Prof-specialty,Other-relative,White,Male,50,United-States,<=50K
27,Private,Prof-school,15,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,40,United-States,<=50K
30,Private,Prof-school,15,Never-married,Tech-support,Own-child,White,Female,24,United-States,<=50K
27,Private,Prof-school,15,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,<=50K
26,Self-emp-not-inc,Prof-school,15,Never-married,Prof-specialty,Own-child,White,Male,20,United-States,<=50K
30,Self-emp-not-inc,Prof-school,15,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,<=50K
33,Private,Prof-school,15,Never-married,Prof-specialty,Own-child,White,Male,42,United-States,>50K
29,Self-emp-not-inc,Prof-school,15,Never-married,Prof-specialty,Own-child,White,Male,50,Italy,>50K
34,Private,Prof-school,15,Never-married,Exec-managerial,Own-child,White,Male,50,United-States,<=50K
29,Private,Prof-school,15,Never-married,Prof-specialty,Own-child,White,Male,50,United-States,<=50K
28,State-gov,Prof-school,15,Never-married,Prof-specialty,Unmarried,White,Male,40,United-States,<=50K
29,Private,Prof-school,15,Never-married,Prof-specialty,Unmarried,White,Male,45,Germany,>50K
38,Private,Prof-school,15,Separated,Prof-specialty,Not-in-family,White,Male,35,United-States,>50K
61,Self-emp-inc,Prof-school,15,Separated,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K
43,Private,Prof-school,15,Separated,Tech-support,Not-in-family,White,Male,50,Columbia,>50K
46,Private,Prof-school,15,Separated,Prof-specialty,Not-in-family,White,Male,50,United-States,>50K
40,Local-gov,Prof-school,15,Separated,Prof-specialty,Own-child,Black,Female,40,United-States,<=50K
46,Federal-gov,Prof-school,15,Separated,Prof-specialty,Unmarried,White,Female,40,Germany,>50K
44,Local-gov,Prof-school,15,Separated,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
34,Self-emp-not-inc,Prof-school,15,Separated,Prof-specialty,Unmarried,White,Male,48,United-States,>50K
74,Private,Prof-school,15,Widowed,Adm-clerical,Not-in-family,Black,Female,20,United-States,<=50K
51,Local-gov,Prof-school,15,Widowed,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
30,Private,Prof-school,15,Widowed,Other-service,Not-in-family,White,Male,35,United-States,<=50K
55,Self-emp-not-inc,Prof-school,15,Widowed,Prof-specialty,Not-in-family,White,Male,55,United-States,>50K
68,Private,Prof-school,15,Widowed,Prof-specialty,Unmarried,White,Female,16,United-States,<=50K
55,Local-gov,Some-college,10,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,40,United-States,<=50K
49,Self-emp-not-inc,Some-college,10,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,40,United-States,<=50K
60,Federal-gov,Some-college,10,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,40,United-States,<=50K
37,Private,Some-college,10,Divorced,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,40,United-States,<=50K
40,Private,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Female,84,United-States,<=50K
35,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,40,United-States,<=50K
41,Private,Some-college,10,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Female,32,United-States,<=50K
44,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,37,United-States,<=50K
37,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,40,Japan,>50K
55,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,40,United-States,<=50K
49,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,40,United-States,<=50K
33,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,52,United-States,<=50K
43,Federal-gov,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,40,United-States,<=50K
70,Private,Some-college,10,Divorced,Farming-fishing,Not-in-family,Asian-Pac-Islander,Male,40,Vietnam,<=50K
67,Local-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,20,United-States,<=50K
41,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,24,El-Salvador,<=50K
41,Local-gov,Some-college,10,Divorced,Other-service,Not-in-family,Black,Female,24,United-States,<=50K
38,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,Black,Female,28,United-States,<=50K
40,State-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,35,United-States,<=50K
37,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,37,United-States,<=50K
55,State-gov,Some-college,10,Divorced,Prof-specialty,Not-in-family,Black,Female,37,United-States,<=50K
42,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,38,United-States,<=50K
41,State-gov,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,Black,Female,38,United-States,<=50K
45,Private,Some-college,10,Divorced,Tech-support,Not-in-family,Black,Female,40,Trinadad&Tobago,<=50K
56,Federal-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K
50,Local-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K
33,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K
29,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K
42,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K
42,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K
44,State-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K
43,State-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K
38,Federal-gov,Some-college,10,Divorced,Exec-managerial,Not-in-family,Black,Female,40,United-States,<=50K
40,Federal-gov,Some-college,10,Divorced,Exec-managerial,Not-in-family,Black,Female,40,United-States,<=50K
43,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,Black,Female,40,United-States,<=50K
35,State-gov,Some-college,10,Divorced,Exec-managerial,Not-in-family,Black,Female,40,United-States,<=50K
50,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,Black,Female,40,United-States,<=50K
51,Federal-gov,Some-college,10,Divorced,Prof-specialty,Not-in-family,Black,Female,40,United-States,<=50K
40,Private,Some-college,10,Divorced,Transport-moving,Not-in-family,Black,Female,40,United-States,<=50K
50,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,Black,Female,45,United-States,<=50K
58,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,55,United-States,>50K
34,Private,Some-college,10,Divorced,Prof-specialty,Not-in-family,Black,Male,40,Germany,>50K
23,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Male,40,United-States,<=50K
48,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Male,40,United-States,<=50K
30,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,Black,Male,40,United-States,<=50K
32,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,Black,Male,40,United-States,<=50K
33,Federal-gov,Some-college,10,Divorced,Other-service,Not-in-family,Black,Male,40,United-States,<=50K
24,Private,Some-college,10,Divorced,Other-service,Not-in-family,Black,Male,40,United-States,<=50K
61,Private,Some-college,10,Divorced,Other-service,Not-in-family,Black,Male,40,United-States,<=50K
37,Private,Some-college,10,Divorced,Sales,Not-in-family,Black,Male,40,United-States,<=50K
56,Local-gov,Some-college,10,Divorced,Protective-serv,Not-in-family,Black,Male,48,United-States,<=50K
24,Local-gov,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,Black,Male,50,United-States,<=50K
43,State-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Male,50,United-States,>50K
40,Private,Some-college,10,Divorced,Other-service,Not-in-family,Black,Male,50,United-States,>50K
38,Private,Some-college,10,Divorced,Transport-moving,Not-in-family,Black,Male,55,United-States,<=50K
58,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,Other,Male,40,Mexico,<=50K
36,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,4,United-States,<=50K
74,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,9,United-States,<=50K
55,Self-emp-not-inc,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,12,United-States,>50K
50,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,15,United-States,<=50K
31,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,15,United-States,<=50K
41,Self-emp-not-inc,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,15,United-States,<=50K
41,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,15,United-States,<=50K
43,Local-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,20,Mexico,<=50K
81,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,20,United-States,<=50K
76,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,20,United-States,<=50K
66,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,20,United-States,<=50K
39,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,20,United-States,<=50K
55,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,20,United-States,<=50K
49,State-gov,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,20,United-States,<=50K
68,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,20,United-States,<=50K
68,Self-emp-not-inc,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Female,20,United-States,<=50K
46,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,24,United-States,<=50K
33,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,25,United-States,<=50K
65,Local-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,28,United-States,<=50K
42,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,30,United-States,<=50K
61,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,30,United-States,<=50K
28,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,30,United-States,<=50K
32,Private,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,30,United-States,<=50K
49,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,32,United-States,<=50K
38,Private,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,32,United-States,<=50K
47,Local-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,33,United-States,<=50K
53,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,34,United-States,<=50K
34,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,34,United-States,<=50K
30,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,35,Canada,<=50K
31,Local-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,35,United-States,<=50K
56,Local-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,35,United-States,<=50K
47,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,35,United-States,<=50K
56,State-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,35,United-States,<=50K
63,Local-gov,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,35,United-States,<=50K
49,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,35,United-States,<=50K
29,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,35,United-States,<=50K
32,Self-emp-not-inc,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,35,United-States,<=50K
35,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,35,United-States,<=50K
54,Self-emp-not-inc,Some-college,10,Divorced,Sales,Not-in-family,White,Female,35,United-States,<=50K
47,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,36,United-States,<=50K
51,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,36,United-States,<=50K
51,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,36,United-States,<=50K
50,Private,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,36,United-States,<=50K
41,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,36,United-States,>50K
36,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Female,37,United-States,<=50K
45,Local-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,38,United-States,<=50K
55,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,38,United-States,<=50K
27,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,38,United-States,<=50K
48,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,38,United-States,<=50K
49,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,38,United-States,<=50K
59,State-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,38,United-States,<=50K
54,State-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,38,United-States,<=50K
34,State-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,38,United-States,<=50K
52,Local-gov,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,38,United-States,<=50K
32,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,38,United-States,<=50K
48,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,38,United-States,<=50K
57,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,38,United-States,<=50K
39,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,38,United-States,<=50K
36,State-gov,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,39,United-States,<=50K
30,Private,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,40,England,<=50K
44,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,Germany,<=50K
41,Self-emp-inc,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,Honduras,<=50K
51,Private,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,White,Female,40,Ireland,<=50K
54,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,40,Italy,<=50K
39,Private,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,40,Poland,<=50K
47,Federal-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
54,Federal-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
46,Federal-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
43,Local-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
30,Local-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
53,Local-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
28,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
43,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
43,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
60,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
29,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
54,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
33,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
67,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
61,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
24,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
62,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
45,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
33,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
39,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
26,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
60,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
34,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
38,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
43,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
41,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
37,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
53,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
65,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
54,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
52,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
28,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
39,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
47,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
46,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
35,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
44,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
55,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
50,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
45,State-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
47,State-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
43,State-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
